id;author_urn;date;text;reactions;comments;media_count;source_url
synthetic_1759445327_1;urn:li:member:synthetic;1759441727;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759445327_2;urn:li:member:synthetic;1759438127;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759445327_3;urn:li:member:synthetic;1759434527;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759445327_4;urn:li:member:synthetic;1759430927;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759445334_0;urn:li:member:synthetic;1759445334;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759445334_1;urn:li:member:synthetic;1759441734;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759445334_2;urn:li:member:synthetic;1759438134;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759445334_3;urn:li:member:synthetic;1759434534;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759445334_4;urn:li:member:synthetic;1759430934;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759445518_0;urn:li:member:synthetic;1759445518;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759445518_1;urn:li:member:synthetic;1759441918;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759445518_2;urn:li:member:synthetic;1759438318;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759445518_3;urn:li:member:synthetic;1759434718;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759445518_4;urn:li:member:synthetic;1759431118;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759445525_0;urn:li:member:synthetic;1759445525;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759445525_1;urn:li:member:synthetic;1759441925;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759445525_2;urn:li:member:synthetic;1759438325;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759445525_3;urn:li:member:synthetic;1759434725;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759445525_4;urn:li:member:synthetic;1759431125;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759445605_0;urn:li:member:synthetic;1759445605;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759445605_1;urn:li:member:synthetic;1759442005;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759445605_2;urn:li:member:synthetic;1759438405;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759445605_3;urn:li:member:synthetic;1759434805;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759445605_4;urn:li:member:synthetic;1759431205;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759445615_0;urn:li:member:synthetic;1759445615;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759445615_1;urn:li:member:synthetic;1759442015;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759445615_2;urn:li:member:synthetic;1759438415;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759445615_3;urn:li:member:synthetic;1759434815;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759445615_4;urn:li:member:synthetic;1759431215;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759445738_0;urn:li:member:synthetic;1759445738;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759445738_1;urn:li:member:synthetic;1759442138;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759445738_2;urn:li:member:synthetic;1759438538;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759445738_3;urn:li:member:synthetic;1759434938;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759445738_4;urn:li:member:synthetic;1759431338;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759445750_0;urn:li:member:synthetic;1759445750;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759445750_1;urn:li:member:synthetic;1759442150;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759445750_2;urn:li:member:synthetic;1759438550;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759445750_3;urn:li:member:synthetic;1759434950;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759445750_4;urn:li:member:synthetic;1759431350;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759445854_0;urn:li:member:synthetic;1759445854;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759445854_1;urn:li:member:synthetic;1759442254;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759445854_2;urn:li:member:synthetic;1759438654;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759445854_3;urn:li:member:synthetic;1759435054;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759445854_4;urn:li:member:synthetic;1759431454;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759445862_0;urn:li:member:synthetic;1759445862;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759445862_1;urn:li:member:synthetic;1759442262;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759445862_2;urn:li:member:synthetic;1759438662;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759445862_3;urn:li:member:synthetic;1759435062;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759445862_4;urn:li:member:synthetic;1759431462;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759445960_0;urn:li:member:synthetic;1759445960;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759445960_1;urn:li:member:synthetic;1759442360;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759445960_2;urn:li:member:synthetic;1759438760;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759445960_3;urn:li:member:synthetic;1759435160;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759445960_4;urn:li:member:synthetic;1759431560;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759446549_0;urn:li:member:synthetic;1759446549;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759446549_1;urn:li:member:synthetic;1759442949;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759446549_2;urn:li:member:synthetic;1759439349;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759446549_3;urn:li:member:synthetic;1759435749;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759446549_4;urn:li:member:synthetic;1759432149;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759446561_0;urn:li:member:synthetic;1759446561;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759446561_1;urn:li:member:synthetic;1759442961;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759446561_2;urn:li:member:synthetic;1759439361;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759446561_3;urn:li:member:synthetic;1759435761;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759446561_4;urn:li:member:synthetic;1759432161;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759446701_0;urn:li:member:synthetic;1759446701;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759446701_1;urn:li:member:synthetic;1759443101;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759446701_2;urn:li:member:synthetic;1759439501;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759446701_3;urn:li:member:synthetic;1759435901;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759446701_4;urn:li:member:synthetic;1759432301;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
synthetic_1759447322_0;urn:li:member:synthetic;1759447322;<REDACTED_NAME> sample: 3 product growth lessons from shipping fast.;0;0;0;https://example.local/synthetic
synthetic_1759447322_1;urn:li:member:synthetic;1759443722;<REDACTED_NAME> sample: <REDACTED_NAME> distribution beats invention for early startups.;0;0;0;https://example.local/synthetic
synthetic_1759447322_2;urn:li:member:synthetic;1759440122;<REDACTED_NAME> sample: A concise framework for improving onboarding UX.;0;0;0;https://example.local/synthetic
synthetic_1759447322_3;urn:li:member:synthetic;1759436522;<REDACTED_NAME> sample: <REDACTED_NAME> iteration notes after 10 customer interviews.;0;0;0;https://example.local/synthetic
synthetic_1759447322_4;urn:li:member:synthetic;1759432922;<REDACTED_NAME> sample: <REDACTED_NAME> productivity isn't velocity—it's clarity.;0;0;0;https://example.local/synthetic
